Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Student_Performance
S1372,Sara,Smith,student372@university.com,Male,18,Engineering,79.29,65.99,86.29,89.61,86.75,95.42,92.06,84.84,A,24,Yes,Yes,Bachelor's,Medium,6,5.6,Excellent
S1373,Liam,Brown,student373@university.com,Female,22,Engineering,79.86,47.31,53.47,61.54,66.35,62.62,63.03,57.56,D,7,No,Yes,,High,4,8.4,Average
S1374,Ali,Davis,student374@university.com,Male,18,Mathematics,97.46,82.29,84.65,91.2,87.58,90.17,91.12,87.3,B,24,No,No,High School,High,9,6.3,Good
S1375,Maria,Davis,student375@university.com,Female,21,Engineering,79.08,79.84,80.37,90.88,75.94,83.67,76.94,81.04,B,15,Yes,Yes,PhD,Low,1,7.3,Good
S1376,Maria,Brown,student376@university.com,Female,20,Mathematics,69.37,58.17,55.75,67.88,78.79,59.27,61.67,61.89,C,11,No,Yes,,High,1,5.2,Average
S1377,Ali,Smith,student377@university.com,Male,20,Engineering,100.0,91.32,84.59,98.42,77.87,83.07,89.52,88.17,B,20,No,Yes,Bachelor's,High,5,6.5,Good
S1378,Sara,Smith,student378@university.com,Female,24,CS,60.3,37.94,50.72,69.57,61.95,56.28,57.12,53.95,D,10,Yes,Yes,High School,Low,5,5.3,Average
S1379,Ali,Davis,student379@university.com,Male,22,CS,56.01,73.09,64.68,82.96,60.87,76.86,73.24,71.65,C,15,No,Yes,PhD,Medium,8,8.8,Average
S1380,Liam,Johnson,student380@university.com,Male,19,CS,92.59,93.99,94.24,82.7,90.23,97.79,100.0,93.56,A,25,Yes,Yes,Bachelor's,Medium,7,4.3,Excellent
S1381,Emma,Johnson,student381@university.com,Male,21,CS,56.27,47.57,56.88,45.86,66.76,64.96,74.43,58.67,C,12,No,Yes,PhD,Medium,3,5.4,Average
S1382,Maria,Smith,student382@university.com,Female,22,Mathematics,83.56,76.95,60.5,68.36,62.21,65.07,52.43,63.98,C,7,No,Yes,High School,Low,8,8.5,Average
S1383,Ahmed,Johnson,student383@university.com,Female,22,Business,72.44,45.04,42.59,29.37,28.21,54.35,41.53,40.62,D,4,No,No,High School,High,4,6.4,Poor
S1384,Ahmed,Jones,student384@university.com,Male,20,Business,54.57,47.26,59.08,72.14,55.28,70.59,65.2,60.67,C,10,Yes,Yes,Bachelor's,Medium,3,7.0,Average
S1385,Liam,Brown,student385@university.com,Female,24,CS,72.1,79.57,62.98,68.94,59.54,73.6,66.69,68.65,C,5,No,No,PhD,High,2,7.3,Average
S1386,John,Brown,student386@university.com,Female,18,Business,78.79,79.4,78.31,86.21,72.98,90.55,79.45,80.63,B,21,Yes,Yes,Master's,Low,9,4.4,Good
S1387,Omar,Smith,student387@university.com,Female,21,Business,96.45,88.57,93.8,95.8,88.54,94.7,94.47,92.75,A,19,No,No,,Medium,7,4.1,Excellent
S1388,Ali,Williams,student388@university.com,Male,18,Engineering,59.2,53.03,52.44,72.44,58.94,60.81,54.13,57.38,D,1,No,Yes,High School,Medium,5,8.7,Average
S1389,Ali,Davis,student389@university.com,Female,23,Mathematics,89.98,30.81,49.73,60.21,52.27,64.46,67.91,52.88,D,3,No,Yes,PhD,High,9,5.4,Poor
S1390,John,Smith,student390@university.com,Male,23,CS,57.23,51.59,48.23,54.73,32.21,42.03,40.42,46.09,D,9,No,Yes,Bachelor's,Medium,3,5.9,Poor
S1391,John,Johnson,student391@university.com,Female,21,Business,93.45,81.63,75.13,83.05,75.42,73.1,78.75,78.17,B,11,Yes,No,Bachelor's,Low,6,7.4,Good
S1392,Liam,Davis,student392@university.com,Female,24,Business,86.91,84.55,74.23,80.76,72.09,77.24,77.46,78.01,B,14,Yes,Yes,High School,High,8,5.2,Good
S1393,Liam,Williams,student393@university.com,Male,19,CS,68.03,67.63,57.44,54.54,47.22,59.96,70.86,60.96,C,8,Yes,Yes,High School,High,9,7.7,Average
S1394,John,Johnson,student394@university.com,Female,23,Engineering,92.04,78.27,76.45,69.53,80.97,84.3,77.54,77.23,B,13,No,Yes,Master's,Medium,4,6.3,Good
S1395,Maria,Jones,student395@university.com,Male,20,CS,96.88,74.9,45.15,46.54,36.63,39.8,43.93,49.68,D,1,Yes,Yes,Bachelor's,Medium,1,8.3,Poor
S1396,Liam,Johnson,student396@university.com,Female,19,Engineering,50.18,32.37,41.8,55.36,34.04,49.01,61.99,45.93,D,7,Yes,Yes,PhD,Medium,8,5.4,Poor
S1397,Emma,Jones,student397@university.com,Male,22,Business,73.37,71.08,79.07,84.53,79.2,84.84,76.13,78.29,B,20,No,Yes,,Medium,10,5.0,Good
S1398,Liam,Davis,student398@university.com,Female,23,Mathematics,80.25,45.49,56.48,62.46,67.53,66.54,80.59,62.11,C,7,Yes,Yes,,High,3,8.2,Average
S1399,Ali,Jones,student399@university.com,Female,20,Engineering,50.0,62.22,58.67,64.62,47.34,57.48,60.51,59.39,C,10,No,No,Master's,High,6,5.6,Average
S1400,Liam,Davis,student400@university.com,Female,22,Engineering,93.38,88.75,93.64,83.64,92.02,98.58,93.14,91.39,A,26,No,Yes,PhD,Medium,4,6.1,Excellent
S1401,Maria,Davis,student401@university.com,Male,19,CS,50.0,46.8,45.24,48.07,31.75,42.77,56.95,46.72,D,11,Yes,Yes,,High,6,8.0,Poor
S1402,John,Davis,student402@university.com,Male,21,Business,81.18,74.85,70.1,80.19,73.97,83.34,69.55,74.16,B,13,Yes,Yes,,Low,3,7.2,Good
S1403,Ali,Davis,student403@university.com,Male,22,Mathematics,92.23,60.65,60.93,72.96,65.17,46.03,81.34,65.69,C,6,No,No,PhD,High,7,6.2,Average
S1404,Liam,Davis,student404@university.com,Female,18,CS,82.17,78.94,81.44,81.06,74.0,83.19,76.36,79.3,B,15,No,Yes,PhD,Low,2,5.2,Good
S1405,Maria,Johnson,student405@university.com,Male,21,CS,58.89,25.67,42.54,46.46,45.85,45.15,53.2,42.48,D,3,No,Yes,High School,Low,5,7.8,Poor
S1406,Emma,Davis,student406@university.com,Male,21,Mathematics,91.6,83.04,78.36,71.85,72.6,76.21,86.48,79.15,B,19,No,Yes,,Low,3,4.9,Good
S1407,Liam,Johnson,student407@university.com,Male,19,Business,94.42,95.36,89.45,87.6,91.74,94.37,96.23,92.43,A,23,Yes,Yes,,Medium,5,8.6,Excellent
S1408,Maria,Davis,student408@university.com,Male,19,Mathematics,50.0,45.41,39.64,53.76,33.32,39.39,34.42,41.21,F,5,No,Yes,Master's,High,3,4.8,Poor
S1409,Emma,Jones,student409@university.com,Male,20,CS,100.0,93.04,87.85,93.31,80.25,93.25,80.91,88.1,A,21,Yes,Yes,High School,Low,9,8.0,Excellent
S1410,John,Davis,student410@university.com,Male,20,CS,92.01,65.97,71.53,85.68,72.6,75.2,82.1,75.13,B,18,No,Yes,High School,Medium,8,6.1,Good
S1411,Liam,Williams,student411@university.com,Male,18,Engineering,50.0,35.17,33.48,27.19,17.7,42.27,39.38,33.36,F,7,Yes,Yes,,High,2,4.9,Poor
S1412,Emma,Davis,student412@university.com,Male,21,Mathematics,57.68,51.73,44.22,42.27,36.59,45.0,31.43,42.19,D,6,No,No,Bachelor's,High,8,6.0,Poor
S1413,Ali,Davis,student413@university.com,Male,24,Mathematics,88.37,82.08,73.72,68.38,73.43,76.73,80.6,76.24,B,23,No,Yes,Bachelor's,Medium,8,5.1,Good
S1414,John,Jones,student414@university.com,Male,18,Mathematics,72.89,58.04,60.45,61.02,69.2,67.37,75.14,64.56,C,5,Yes,Yes,PhD,High,10,4.7,Average
S1415,Ali,Brown,student415@university.com,Female,18,CS,90.9,70.0,82.41,70.69,81.97,89.13,91.1,80.54,B,22,No,Yes,High School,Medium,3,5.2,Good
S1416,Ahmed,Jones,student416@university.com,Female,24,Business,87.71,74.52,75.32,73.06,83.1,84.51,80.64,77.58,B,19,Yes,Yes,,Medium,10,8.3,Good
S1417,Sara,Williams,student417@university.com,Male,24,CS,81.77,85.7,86.8,87.77,81.27,87.07,83.08,85.46,A,21,No,Yes,,Medium,5,4.5,Excellent
S1418,Liam,Brown,student418@university.com,Female,24,Engineering,75.53,50.84,54.56,73.43,50.44,67.29,58.24,58.24,D,9,No,No,,High,2,8.9,Average
S1419,Emma,Smith,student419@university.com,Female,19,CS,73.95,49.24,56.56,68.37,55.38,72.05,65.01,59.99,C,6,No,Yes,Master's,Medium,10,4.0,Average
S1420,Sara,Smith,student420@university.com,Male,18,CS,80.77,57.29,54.64,61.33,66.85,78.42,58.56,60.56,D,1,Yes,Yes,Bachelor's,Medium,6,7.3,Average
S1421,Sara,Williams,student421@university.com,Male,18,CS,67.86,52.45,53.63,57.33,49.18,52.33,68.3,56.31,D,11,No,Yes,Master's,High,2,8.3,Average
S1422,Emma,Jones,student422@university.com,Male,22,Engineering,100.0,93.45,89.02,93.33,93.29,94.65,86.07,90.95,A,23,Yes,Yes,,Low,4,8.7,Excellent
S1423,John,Johnson,student423@university.com,Female,24,Mathematics,87.44,72.39,74.94,78.93,72.52,79.5,82.06,76.67,B,14,No,Yes,,Medium,3,4.7,Good
S1424,Liam,Williams,student424@university.com,Male,24,Business,100.0,87.56,92.55,97.37,92.48,100.0,97.9,94.08,A,20,Yes,Yes,High School,Medium,1,7.5,Excellent
S1425,Ahmed,Brown,student425@university.com,Female,20,Business,88.51,82.58,76.91,79.68,74.69,83.01,85.67,80.6,B,14,Yes,Yes,High School,Low,8,4.5,Good
S1426,Ali,Brown,student426@university.com,Male,20,Engineering,72.77,69.8,67.0,76.17,79.3,80.18,78.69,73.82,C,13,No,Yes,Bachelor's,High,8,5.8,Average
S1427,Maria,Davis,student427@university.com,Female,21,Mathematics,53.79,59.45,42.67,26.79,34.02,43.7,50.84,44.52,D,4,No,No,PhD,High,1,7.7,Poor
S1428,Ali,Smith,student428@university.com,Female,20,Mathematics,87.26,76.3,79.27,78.61,86.36,87.04,85.24,81.26,B,17,No,Yes,,High,6,5.7,Good
S1429,Maria,Brown,student429@university.com,Male,23,Engineering,89.65,88.5,91.3,86.97,91.8,92.31,95.28,91.04,A,30,No,Yes,High School,Medium,1,5.6,Excellent
S1430,Ali,Williams,student430@university.com,Male,21,CS,88.85,85.52,96.45,93.1,93.96,92.15,96.26,93.04,A,29,Yes,No,Bachelor's,Low,9,4.6,Excellent
S1431,Emma,Brown,student431@university.com,Female,24,Mathematics,62.51,62.11,53.36,60.23,57.61,71.47,60.32,59.77,D,9,Yes,Yes,Master's,High,1,4.3,Average
S1432,Ahmed,Williams,student432@university.com,Female,22,Business,60.15,52.58,52.77,79.56,55.47,71.65,66.68,61.69,D,9,No,Yes,,Low,3,4.6,Average
S1433,Liam,Johnson,student433@university.com,Male,20,Engineering,92.7,93.92,89.17,91.06,95.97,100.0,96.59,93.65,A,21,Yes,Yes,PhD,High,9,8.4,Excellent
S1434,Maria,Davis,student434@university.com,Male,22,Business,95.79,86.93,90.52,92.98,92.73,84.14,91.96,90.04,A,24,No,Yes,Bachelor's,Medium,1,4.1,Excellent
S1435,Liam,Smith,student435@university.com,Female,20,CS,86.35,72.33,66.08,68.37,70.48,63.27,72.5,69.12,C,15,No,Yes,PhD,High,2,7.5,Average
S1436,Liam,Brown,student436@university.com,Male,20,Engineering,90.81,84.54,86.76,90.73,88.27,97.45,95.43,89.87,A,25,No,Yes,,Low,4,7.8,Excellent
S1437,Liam,Williams,student437@university.com,Female,22,Business,81.46,45.84,54.98,76.54,55.9,65.45,62.52,59.03,D,0,No,Yes,Bachelor's,Low,7,6.8,Average
S1438,Omar,Jones,student438@university.com,Male,18,Business,77.72,61.87,61.72,64.15,56.37,78.81,57.9,62.52,C,11,No,Yes,High School,Low,8,7.7,Average
S1439,John,Smith,student439@university.com,Male,18,CS,87.28,96.31,91.3,88.66,86.34,100.0,94.13,92.85,A,23,Yes,Yes,PhD,Medium,1,7.3,Excellent
S1440,Ali,Johnson,student440@university.com,Male,18,Engineering,88.9,91.93,88.15,96.19,86.6,80.43,94.62,90.48,A,18,No,Yes,Master's,High,1,6.3,Excellent
S1441,Liam,Williams,student441@university.com,Female,23,Mathematics,62.65,11.68,37.33,53.14,41.29,37.74,58.89,39.32,F,9,Yes,Yes,Master's,Medium,5,5.9,Poor
S1442,Ali,Davis,student442@university.com,Male,18,Mathematics,89.39,69.64,73.04,79.79,68.3,80.62,78.51,74.75,B,18,No,Yes,PhD,Medium,8,8.7,Good
S1443,Liam,Davis,student443@university.com,Female,20,Business,86.72,81.74,79.02,84.22,90.93,80.11,74.35,80.71,B,14,No,Yes,,Low,1,8.9,Good
S1444,Maria,Johnson,student444@university.com,Male,24,CS,68.42,73.86,57.14,62.73,55.48,61.23,70.75,64.29,C,7,No,Yes,,Low,3,7.3,Average
S1445,John,Johnson,student445@university.com,Female,19,Business,87.98,42.54,33.03,36.44,40.36,46.52,28.69,36.66,F,1,No,Yes,,Medium,6,5.0,Poor
S1446,John,Davis,student446@university.com,Female,22,CS,58.02,48.23,41.92,35.37,46.93,51.06,53.61,45.95,D,4,Yes,Yes,Master's,Medium,1,6.2,Poor
S1447,Emma,Brown,student447@university.com,Male,24,Mathematics,62.04,57.39,59.05,76.77,54.4,56.7,70.32,62.93,C,6,Yes,Yes,Master's,High,3,6.5,Average
S1448,Omar,Brown,student448@university.com,Female,19,Business,88.69,69.34,75.86,77.1,77.5,83.46,85.71,77.64,B,17,No,Yes,High School,Low,1,7.8,Good
S1449,Emma,Williams,student449@university.com,Female,24,Business,90.04,89.01,90.23,94.55,96.36,95.63,89.65,91.67,A,20,No,Yes,,Low,4,7.3,Excellent
S1450,Emma,Jones,student450@university.com,Female,23,CS,65.16,67.33,59.55,69.62,64.62,63.97,76.26,66.91,C,13,No,Yes,Master's,Low,9,6.6,Average
S1451,Emma,Williams,student451@university.com,Female,19,Engineering,85.57,77.77,77.66,76.35,81.56,84.46,82.14,79.45,B,17,No,Yes,Master's,High,5,7.4,Good
S1452,Emma,Jones,student452@university.com,Male,21,CS,88.63,92.33,85.05,87.11,82.34,82.67,86.04,86.5,A,18,Yes,Yes,,High,3,4.1,Excellent
S1453,Emma,Johnson,student453@university.com,Male,18,Engineering,88.97,44.83,36.91,44.19,8.3,42.11,40.12,37.89,F,5,Yes,Yes,,Low,10,7.9,Poor
S1454,Ahmed,Smith,student454@university.com,Male,23,Mathematics,99.79,84.06,90.14,91.75,84.77,97.37,93.45,90.01,A,22,No,No,Master's,Low,7,5.1,Excellent
S1455,John,Williams,student455@university.com,Female,24,Business,85.01,78.2,77.22,71.81,82.21,85.11,82.97,79.04,B,19,Yes,Yes,PhD,Medium,6,7.3,Good
S1456,Emma,Williams,student456@university.com,Female,20,Business,95.49,98.02,100.0,90.57,90.69,89.57,87.66,93.75,A,28,Yes,No,Master's,Medium,9,4.6,Excellent
S1457,Liam,Jones,student457@university.com,Male,18,CS,74.52,76.46,72.11,78.58,75.56,78.79,81.77,76.9,B,23,No,Yes,High School,High,4,4.6,Good
S1458,John,Johnson,student458@university.com,Male,18,CS,96.92,86.67,92.63,95.61,83.65,98.34,95.36,92.1,A,22,Yes,Yes,Bachelor's,Low,4,4.2,Excellent
S1459,John,Johnson,student459@university.com,Female,19,Mathematics,95.08,91.25,88.52,86.08,88.74,100.0,95.98,91.36,A,22,No,Yes,,Medium,9,8.6,Excellent
S1460,Sara,Jones,student460@university.com,Male,21,Mathematics,100.0,93.23,85.09,92.1,78.4,98.91,91.88,89.84,A,21,Yes,Yes,High School,Medium,2,7.0,Excellent
S1461,Ahmed,Johnson,student461@university.com,Male,18,Engineering,97.55,36.59,51.63,67.23,62.33,51.47,57.17,53.12,D,8,Yes,Yes,PhD,Low,10,5.8,Average
S1462,Emma,Davis,student462@university.com,Female,24,Mathematics,66.0,67.85,57.85,59.79,43.28,63.64,62.88,60.27,C,9,No,Yes,Bachelor's,Low,2,7.9,Average
S1463,Ali,Brown,student463@university.com,Male,24,Mathematics,52.64,51.6,68.4,79.1,70.42,84.92,68.3,68.48,C,20,Yes,Yes,Master's,Medium,9,7.1,Average
S1464,Maria,Davis,student464@university.com,Female,22,Mathematics,50.0,45.07,40.49,44.43,26.05,32.92,42.37,40.17,D,2,Yes,Yes,,Low,7,7.1,Poor
S1465,Omar,Smith,student465@university.com,Male,22,Mathematics,89.62,81.91,79.76,88.56,75.48,86.54,68.52,79.51,B,14,Yes,Yes,Master's,Low,5,6.4,Good
S1466,Liam,Williams,student466@university.com,Female,18,Engineering,83.04,79.84,74.96,78.51,85.92,76.75,83.77,79.51,B,17,Yes,Yes,High School,High,5,4.0,Good
S1467,Ali,Smith,student467@university.com,Female,19,Mathematics,56.01,38.16,41.98,36.54,39.86,39.37,47.41,41.01,D,7,Yes,Yes,,Medium,9,5.3,Poor
S1468,Ahmed,Williams,student468@university.com,Female,19,Engineering,98.1,94.62,89.54,86.75,94.34,89.07,94.94,91.65,A,19,No,No,Master's,Medium,10,4.5,Excellent
S1469,Maria,Brown,student469@university.com,Female,20,CS,50.0,40.93,36.5,40.32,32.41,53.51,38.46,39.64,F,5,No,Yes,,High,5,7.3,Poor
S1470,Ahmed,Johnson,student470@university.com,Female,23,Business,92.35,93.43,88.77,91.29,95.83,97.65,81.11,90.14,A,23,Yes,Yes,High School,High,9,5.2,Excellent
S1471,Liam,Davis,student471@university.com,Male,23,CS,69.18,44.79,43.21,18.75,65.49,45.31,46.49,42.95,D,12,No,Yes,Master's,Medium,8,6.3,Poor
S1472,John,Jones,student472@university.com,Male,23,Mathematics,90.87,94.35,90.22,96.74,90.65,94.29,89.62,92.35,A,22,Yes,Yes,Bachelor's,Medium,6,5.8,Excellent
S1473,Maria,Davis,student473@university.com,Male,21,Business,56.76,26.49,31.81,44.24,23.15,41.91,44.64,35.32,F,3,Yes,Yes,PhD,Low,5,4.7,Poor
S1474,John,Brown,student474@university.com,Female,19,Mathematics,77.9,96.46,75.41,88.16,70.53,83.4,76.35,82.03,B,12,No,Yes,Master's,Low,5,8.8,Good
S1475,Liam,Smith,student475@university.com,Male,20,Mathematics,50.0,44.32,44.78,38.19,49.68,49.94,58.74,47.5,D,6,Yes,Yes,,Medium,5,8.7,Poor
S1476,Ali,Jones,student476@university.com,Female,22,CS,98.18,93.16,91.71,89.63,86.14,100.0,93.14,92.25,A,22,No,Yes,Master's,Low,1,4.4,Excellent
S1477,Liam,Johnson,student477@university.com,Female,24,Mathematics,73.18,70.68,69.79,76.58,77.26,75.61,79.94,74.35,C,13,Yes,Yes,,Low,5,8.1,Average
S1478,Ali,Brown,student478@university.com,Male,23,CS,50.52,46.71,42.6,51.04,36.08,29.82,34.73,41.18,D,6,Yes,Yes,High School,Low,3,6.4,Poor
S1479,Maria,Jones,student479@university.com,Female,22,Mathematics,81.37,83.57,78.16,77.02,71.08,83.61,75.06,78.29,B,23,No,Yes,PhD,High,6,7.9,Good
S1480,Maria,Brown,student480@university.com,Male,22,Engineering,66.24,68.62,63.14,66.26,49.82,66.69,73.5,65.8,C,15,Yes,Yes,,Medium,9,4.8,Average
S1481,Emma,Brown,student481@university.com,Female,18,Business,74.47,72.34,67.09,78.31,62.44,69.7,76.31,71.46,C,7,No,Yes,Master's,Medium,3,4.7,Average
S1482,Ahmed,Johnson,student482@university.com,Female,21,CS,69.66,75.31,77.8,81.43,70.26,81.14,86.58,79.18,B,24,No,Yes,High School,Medium,1,8.5,Good
S1483,Emma,Williams,student483@university.com,Male,20,CS,79.83,70.98,61.3,61.32,64.35,65.03,74.84,66.62,C,4,Yes,Yes,Bachelor's,Low,8,8.5,Average
S1484,Ahmed,Jones,student484@university.com,Female,21,Business,92.28,81.52,71.81,78.77,78.5,77.63,90.49,79.78,B,15,Yes,Yes,Master's,Low,9,6.3,Good
S1485,Emma,Johnson,student485@university.com,Male,18,CS,64.48,26.65,40.13,41.14,44.35,42.4,57.53,41.71,D,7,No,Yes,PhD,High,10,8.4,Poor
S1486,John,Brown,student486@university.com,Female,20,Business,97.52,91.63,85.51,85.05,89.02,100.0,91.74,89.71,A,24,Yes,Yes,High School,High,4,7.3,Excellent
S1487,Maria,Johnson,student487@university.com,Male,20,Engineering,78.42,71.82,73.21,79.26,79.85,78.07,78.59,76.07,B,22,Yes,Yes,Master's,Medium,10,4.9,Good
S1488,Ali,Williams,student488@university.com,Female,19,Mathematics,50.0,37.06,34.54,59.53,55.29,39.19,34.92,41.41,F,0,No,Yes,,High,5,5.6,Poor
S1489,Ahmed,Davis,student489@university.com,Male,21,Engineering,50.0,26.26,33.2,58.78,41.16,43.9,22.8,35.44,F,7,Yes,Yes,,High,3,4.7,Poor
S1490,Liam,Jones,student490@university.com,Male,21,Mathematics,85.49,79.72,77.1,79.12,81.39,91.81,78.67,80.14,B,18,Yes,Yes,,Low,8,7.9,Good
S1491,Ahmed,Williams,student491@university.com,Female,19,Business,63.43,81.14,60.53,48.21,65.47,64.08,69.53,65.45,C,9,No,Yes,Master's,Medium,3,8.9,Average
S1492,Ali,Smith,student492@university.com,Male,22,Engineering,81.83,82.27,77.81,98.68,82.85,76.91,77.46,82.18,B,10,Yes,Yes,PhD,Medium,4,6.7,Good
S1493,Emma,Jones,student493@university.com,Female,18,Mathematics,91.33,88.35,90.65,95.66,83.63,100.0,94.44,91.93,A,24,Yes,Yes,,High,10,7.3,Excellent
S1494,Ahmed,Williams,student494@university.com,Female,21,Business,81.42,87.59,70.38,84.4,78.05,80.57,80.46,79.73,B,9,Yes,Yes,Master's,Low,7,7.7,Good
S1495,Omar,Brown,student495@university.com,Male,19,Mathematics,83.7,90.25,76.32,80.93,80.39,81.65,75.59,80.59,B,11,Yes,Yes,Master's,High,2,5.1,Good
S1496,John,Jones,student496@university.com,Male,24,CS,85.1,91.66,77.89,72.59,71.81,79.36,87.73,81.36,B,13,Yes,Yes,PhD,High,1,5.7,Good
S1497,Maria,Jones,student497@university.com,Male,20,CS,100.0,96.27,92.72,95.66,92.69,98.58,100.0,95.91,A,22,Yes,Yes,High School,Medium,4,6.1,Excellent
S1498,Ali,Johnson,student498@university.com,Male,23,Business,50.0,56.24,43.03,48.83,44.99,23.08,43.3,44.8,D,7,No,Yes,High School,Low,8,7.0,Poor
S1499,Maria,Brown,student499@university.com,Male,24,Mathematics,63.75,50.71,41.74,24.26,39.78,51.22,43.13,41.94,D,6,Yes,Yes,Master's,High,1,8.3,Poor
S1500,Omar,Smith,student500@university.com,Female,19,CS,70.19,64.73,60.27,62.83,50.27,56.03,70.67,62.2,C,9,Yes,No,High School,High,10,5.3,Average
S1501,Ahmed,Davis,student501@university.com,Male,23,Engineering,90.21,75.46,71.39,78.17,84.28,79.99,71.95,75.48,B,17,Yes,No,Bachelor's,Low,3,6.4,Good
S1502,Ahmed,Williams,student502@university.com,Female,22,Mathematics,83.46,78.19,77.83,89.65,77.88,83.74,72.93,79.29,B,20,No,No,PhD,High,4,7.8,Good
S1503,Liam,Johnson,student503@university.com,Male,18,Mathematics,73.34,49.56,64.59,66.61,60.81,65.33,73.3,63.32,C,15,Yes,Yes,Master's,Medium,4,4.4,Average
S1504,Omar,Williams,student504@university.com,Male,23,CS,55.21,30.17,53.63,66.09,60.68,56.45,72.65,55.6,D,9,No,Yes,High School,High,3,6.6,Average
S1505,Ali,Smith,student505@university.com,Male,22,CS,88.04,92.53,93.43,92.42,86.43,85.9,88.47,90.65,A,30,No,Yes,High School,Medium,3,4.7,Excellent
S1506,Liam,Smith,student506@university.com,Female,23,Business,55.82,38.85,40.23,41.54,48.89,28.78,37.33,39.29,D,8,No,Yes,PhD,Medium,7,6.7,Poor
S1507,John,Jones,student507@university.com,Male,20,Mathematics,59.7,66.01,64.53,66.99,60.62,68.2,66.61,65.59,C,10,No,Yes,,Medium,8,7.8,Average
S1508,Liam,Smith,student508@university.com,Female,20,Engineering,50.0,29.26,42.73,45.81,35.19,65.39,44.6,42.38,D,4,No,Yes,High School,Medium,10,5.2,Poor
S1509,Sara,Williams,student509@university.com,Female,20,CS,71.36,63.0,59.81,78.39,55.28,52.34,71.53,64.38,C,8,Yes,Yes,PhD,Medium,4,8.2,Average
S1510,Ali,Brown,student510@university.com,Female,20,Mathematics,69.86,59.94,56.14,64.44,65.51,59.53,62.81,60.76,C,10,Yes,No,,Medium,8,5.7,Average
S1511,Sara,Brown,student511@university.com,Male,19,CS,73.92,78.59,76.91,82.62,83.06,84.36,82.72,80.62,B,18,Yes,Yes,Master's,High,8,5.0,Good
S1512,Omar,Jones,student512@university.com,Female,20,Business,61.44,44.8,49.47,52.29,33.08,33.41,39.26,43.67,D,8,Yes,Yes,,Low,6,6.3,Poor
S1513,Emma,Davis,student513@university.com,Male,24,Mathematics,63.96,35.93,36.5,54.08,41.23,38.76,42.89,41.0,F,5,No,Yes,High School,High,1,8.4,Poor
S1514,Sara,Williams,student514@university.com,Female,20,Mathematics,94.95,100.0,90.62,87.74,92.59,92.35,87.65,91.84,A,25,No,Yes,Master's,Low,7,4.3,Excellent
S1515,John,Williams,student515@university.com,Male,24,Business,94.54,100.0,87.4,91.08,84.35,96.37,81.63,89.91,A,25,No,No,Master's,High,7,5.6,Excellent
S1516,Liam,Smith,student516@university.com,Female,19,Engineering,51.62,27.39,61.61,85.84,74.98,81.1,75.4,64.44,C,19,No,Yes,,Low,5,7.3,Average
S1517,Emma,Williams,student517@university.com,Male,20,CS,56.98,51.81,49.95,61.68,52.04,69.4,79.41,60.13,D,2,No,Yes,Master's,High,6,5.8,Poor
S1518,Liam,Johnson,student518@university.com,Male,22,Business,59.41,38.75,40.35,45.16,42.19,35.54,42.99,40.98,D,8,No,No,,Medium,9,4.4,Poor
S1519,Sara,Davis,student519@university.com,Male,22,Mathematics,91.82,80.22,83.03,90.16,91.07,90.41,100.0,88.47,B,24,Yes,Yes,,Low,3,5.7,Good
S1520,Liam,Smith,student520@university.com,Female,21,Business,82.64,81.34,76.17,76.45,66.92,79.43,86.18,78.65,B,14,Yes,Yes,,High,4,8.1,Good
S1521,Omar,Johnson,student521@university.com,Female,22,Mathematics,100.0,83.55,84.62,78.02,74.94,82.9,84.62,82.28,B,21,Yes,Yes,PhD,Medium,9,8.8,Good
S1522,Emma,Jones,student522@university.com,Male,18,Business,50.0,51.6,38.88,39.94,29.74,40.62,46.07,42.28,F,4,Yes,Yes,High School,High,10,4.2,Poor
S1523,Omar,Brown,student523@university.com,Female,18,Engineering,64.86,65.19,57.41,67.88,64.03,67.33,60.94,62.9,C,5,No,Yes,Master's,Low,2,6.8,Average
S1524,Sara,Jones,student524@university.com,Female,18,Mathematics,59.27,76.28,63.2,65.11,58.2,57.57,88.49,70.1,C,8,No,Yes,Bachelor's,High,9,4.5,Average
S1525,Omar,Brown,student525@university.com,Female,19,Business,77.61,80.5,78.99,83.6,83.75,92.85,83.04,82.66,B,16,No,No,High School,High,5,7.4,Good
S1526,John,Jones,student526@university.com,Female,22,Engineering,90.86,79.85,79.36,92.41,69.61,89.22,81.08,81.77,B,17,Yes,Yes,Bachelor's,Medium,3,4.0,Good
S1527,Sara,Williams,student527@university.com,Female,24,Engineering,80.8,72.95,75.38,84.51,81.93,87.83,79.92,79.07,B,11,Yes,Yes,,Medium,8,4.1,Good
S1528,Sara,Johnson,student528@university.com,Female,18,CS,87.59,94.1,91.68,94.12,85.17,92.31,89.67,91.54,A,22,Yes,Yes,Master's,Medium,9,7.9,Excellent
S1529,Sara,Brown,student529@university.com,Female,21,Mathematics,70.03,28.66,34.68,40.88,32.61,23.73,65.23,39.21,F,2,Yes,Yes,High School,Low,1,4.4,Poor
